Location,Date,Morning,Afternoon,Night,Summary,SummaryWhen,MinTemp,MaxTemp,
Betong,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Betong,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Betong,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,
Betong,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,
Betong,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,
Sarikei,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sarikei,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sarikei,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sarikei,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sarikei,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sarikei,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sarikei,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sibu,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Mukah,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Kapit,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kapit,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kapit,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kapit,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kapit,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kapit,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kapit,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Bintulu,15/10/2025,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,23,33,
Miri,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Miri,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Miri,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Miri,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Miri,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Miri,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Miri,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Limbang,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
FP Labuan,21/10/2025,Hujan di kebanyakan tempat,Tiada hujan,Hujan di kebanyakan tempat,Hujan di kebanyakan tempat,Pagi dan Malam,24,33,
FP Labuan,20/10/2025,Hujan di kebanyakan tempat,Tiada hujan,Hujan di kebanyakan tempat,Hujan di kebanyakan tempat,Pagi dan Malam,24,33,
FP Labuan,19/10/2025,Hujan di kebanyakan tempat,Tiada hujan,Tiada hujan,Hujan di kebanyakan tempat,Pagi,24,33,
FP Labuan,18/10/2025,Hujan di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Ribut petir di kebanyakan tempat,Malam,24,33,
FP Labuan,17/10/2025,Hujan di kebanyakan tempat,Tiada hujan,Tiada hujan,Hujan di kebanyakan tempat,Pagi,24,32,
FP Labuan,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di kebanyakan tempat,Ribut petir di kebanyakan tempat,Petang,24,32,
FP Labuan,15/10/2025,Ribut petir di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Ribut petir di kebanyakan tempat,Pagi dan Malam,24,33,
Pedalaman,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,34,
Pedalaman,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,34,
Pedalaman,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,34,
Pedalaman,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,34,
Pedalaman,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pedalaman,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pedalaman,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,34,
Pantai Barat,21/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pantai Barat,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pantai Barat,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pantai Barat,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pantai Barat,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pantai Barat,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Pantai Barat,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Tawau,21/10/2025,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Sepanjang Hari,23,33,
Tawau,20/10/2025,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Sepanjang Hari,23,33,
Tawau,19/10/2025,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Petang dan Malam,23,33,
Tawau,18/10/2025,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Petang dan Malam,23,33,
Tawau,17/10/2025,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,23,33,
Tawau,16/10/2025,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,23,33,
Tawau,15/10/2025,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,23,33,
Sandakan,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sandakan,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sandakan,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sandakan,18/10/2025,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Petang dan Malam,23,33,
Sandakan,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sandakan,16/10/2025,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Sepanjang Hari,23,33,
Sandakan,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,33,
Kudat,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Kudat,20/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Kudat,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,
Kudat,18/10/2025,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,33,
Kudat,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Kudat,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Kudat,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Langkawi,21/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,26,30,
Langkawi,20/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,26,30,
Langkawi,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,26,30,
Langkawi,18/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,26,30,
Langkawi,17/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,26,30,
Langkawi,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,26,30,
Langkawi,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,26,30,
Taman Negara Pulau Pinang,21/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,30,
Taman Negara Pulau Pinang,20/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,30,
Taman Negara Pulau Pinang,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,30,
Taman Negara Pulau Pinang,18/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,30,
Taman Negara Pulau Pinang,17/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,30,
Taman Negara Pulau Pinang,16/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,30,
Taman Negara Pulau Pinang,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,24,30,
Batu Feringgi,21/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Batu Feringgi,20/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Batu Feringgi,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Batu Feringgi,18/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Batu Feringgi,17/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Batu Feringgi,16/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Batu Feringgi,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,24,31,
Bukit Bendera,21/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,31,
Bukit Bendera,20/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,31,
Bukit Bendera,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,31,
Bukit Bendera,18/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,31,
Bukit Bendera,17/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,31,
Bukit Bendera,16/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,25,31,
Bukit Bendera,15/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,25,31,
Pulau Pangkor,21/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,32,
Pulau Pangkor,20/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,32,
Pulau Pangkor,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,32,
Pulau Pangkor,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Pulau Pangkor,17/10/2025,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,32,
Pulau Pangkor,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,24,32,
Pulau Pangkor,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Lumut,21/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,31,
Lumut,20/10/2025,Ribut petir,Tiada hujan,Tiada hujan,Ribut petir,Pagi,24,31,
Lumut,19/10/2025,Ribut petir,Ribut petir,Tiada hujan,Ribut petir,Pagi dan Petang,24,31,
Lumut,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,31,
Lumut,17/10/2025,Tiada hujan,Tiada hujan,Ribut petir,Ribut petir,Malam,24,31,
Lumut,16/10/2025,Tiada hujan,Ribut petir,Hujan,Ribut petir,Petang,24,31,
Lumut,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,31,
Pulau Perhentian,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Perhentian,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Perhentian,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Perhentian,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Perhentian,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Perhentian,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Pulau Perhentian,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Cameron Highland,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,14,24,
Cameron Highland,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,14,24,
Cameron Highland,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,14,24,
Cameron Highland,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,14,24,
Cameron Highland,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,14,24,
Cameron Highland,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,14,24,
Cameron Highland,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,14,24,
Pulau Redang,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Redang,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Redang,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Redang,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Redang,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Redang,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Pulau Redang,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Taman Negara Kelantan,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,32,
Taman Negara Kelantan,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,32,
Taman Negara Kelantan,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,32,
Taman Negara Kelantan,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,32,
Taman Negara Kelantan,17/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,32,
Taman Negara Kelantan,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,32,
Taman Negara Kelantan,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,32,
Tasik Kenyir,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Tasik Kenyir,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Tasik Kenyir,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Tasik Kenyir,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Tasik Kenyir,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Tasik Kenyir,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,30,
Tasik Kenyir,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,30,
Taman Negara Terengganu,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Taman Negara Terengganu,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Taman Negara Terengganu,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Taman Negara Terengganu,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Taman Negara Terengganu,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,22,30,
Taman Negara Terengganu,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,30,
Taman Negara Terengganu,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,22,30,
Taman Negara,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Taman Negara,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Taman Negara,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Taman Negara,18/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Taman Negara,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Taman Negara,16/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Taman Negara,15/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Bukit Fraser,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,
Bukit Fraser,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,
Bukit Fraser,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,
Bukit Fraser,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,
Bukit Fraser,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,17,24,
Bukit Fraser,16/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,17,24,
Bukit Fraser,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,17,24,
Pulau Kapas,21/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Kapas,20/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Kapas,19/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Kapas,18/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Kapas,17/10/2025,Hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,30,
Pulau Kapas,16/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Pulau Kapas,15/10/2025,Hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,30,
Tanah Tinggi Genting,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Tanah Tinggi Genting,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Tanah Tinggi Genting,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Tanah Tinggi Genting,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Tanah Tinggi Genting,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Tanah Tinggi Genting,16/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Tanah Tinggi Genting,15/10/2025,Tiada hujan,Ribut petir,Ribut petir,Ribut petir,Petang dan Malam,24,34,
Bukit Tinggi,21/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bukit Tinggi,20/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bukit Tinggi,19/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bukit Tinggi,18/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
Bukit Tinggi,17/10/2025,Tiada hujan,Ribut petir,Tiada hujan,Ribut petir,Petang,24,34,
